Rinitials,Cinitials,Codedate,LSOA,IMGid,IMGdate,ADid,ASSETid,Long,Lat,ADtype,ADsize,ADprodtype,ADprod,ADbrand,Brandad,Admanagement,Price£,Pricesourcelink,Unit,Portion,Totalwt,Wtsource,Nutritionsource,Nutsourcelink,Fatdensity,Satfatdensity,Sugardensity,Sodiumdensity,Ekcaldensity,Fibredensity,Proteindensity,FVN,NPMscore,NPMstatus,ADcompliance
IW,IW,13/06/2023,E01011341,IMG_6308.JPG,09/06/2023,TN_VTDH_01_01,TN_VTDH_01,,,2,1,1,Pizza,pepsi,0,Clear channel,2.5,https://www.sainsburys.co.uk/gol-ui/SearchResults/cheese%20and%20tomato%20pizza,g,200,410,"FPS book, pg 25 9-10 inch pizza",4,CoFID 11-936,9.8,4.12,3.9,380,272,2.9,12.2,0,8,1,1
IW,IW,13/06/2023,E01011341,IMG_6309.JPG,09/06/2023,TN_VTDH_02_01,TN_VTDH_02,,,2,1,1,Sweet chilli chicken wrap,McDonald's,0,Clear channel,1.99,Advert,g,245,245,"SL weight images, garlic mayo chicken wrap",2,https://www.mcdonalds.com/ie/en-ie/product/the-sweet-chilli-chicken-one-crispy.html,7.35,0.94,2.73,342.86,191.43,1.63,8.98,12.24,-1,0,0
IW,IW,13/06/2023,E01011341,IMG_6310.JPG,09/06/2023,TN_VTDH_03_01,TN_VTDH_03,,,14,2,1,Sunday lunch ,pub,1,,,,g,525,525,Co-FID,2,https://www.greeneking-pubs.co.uk/media/40092/pub-dining-autumn-winter-2022-main-menu-nutrition-report.pdf,12.08,4.5,3.6,291.05,204.38,0,8.17,32.8,4,1,1
IW,IW,13/06/2023,E01011341,IMG_6312.JPG,09/06/2023,TN_VTDH_04_01,TN_VTDH_04,,,6,2,1,Creamy ranch dip,McDonald's,0,Global,,,g,21,21,Typical dip size,2,https://www.mcdonalds.com/us/en-us/product/creamy-ranch-sauce.html,57.14,9.52,4.76,160,523.81,0,0,0,17,1,1
IW,IW,13/06/2023,E01011341,IMG_6312.JPG,09/06/2023,TN_VTDH_04_01,TN_VTDH_04,,,6,2,1,Chipotle mayo dip,McDonald's,0,Global,,,g,21,21,Typical dip size,2,https://www.mcdonalds.com/ie/en-ie/product/chipotle-mayo-dip.html,30,2.86,20,628.57,380.95,0.95,0.95,0,15,1,1
IW,IW,13/06/2023,E01011341,IMG_6312.JPG,09/06/2023,TN_VTDH_04_01,TN_VTDH_04,,,6,2,1,Mcnuggets,McDonald's,0,Global,4.29,https://mcdonalds-menu.co.uk/,g,105,105,"FPS book, pg 58 McDonald's 6 McNuggets",2,https://www.mcdonalds.com/gb/en-gb/product/chicken-mcnuggets-6-pieces.html,12.38,1.43,0.57,217.14,248.57,1.33,14.29,0,0,0,0
IW,IW,13/06/2023,E01011341,IMG_6313.JPG,09/06/2023,TN_VTDH_05_01,TN_VTDH_05,,,6,2,1,Sweet chilli chicken wrap,McDonald's,0,Global,1.99,Advert,g,245,245,"SL weight images, garlic mayo chicken wrap",2,https://www.mcdonalds.com/ie/en-ie/product/the-sweet-chilli-chicken-one-crispy.html,7.35,0.94,2.73,342.86,191.43,1.63,8.98,12.24,-1,0,0
IW,IW,13/06/2023,E01011341,IMG_6314.JPG,09/06/2023,TN_VTDH_06_01,TN_VTDH_06,,,8,3,5,the flash (film),DC studios,0,Global,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6315.JPG,09/06/2023,TN_VTDH_07_01,TN_VTDH_07,,,1,2,1,Sweet chilli chicken wrap,McDonald's,0,Clear channel,1.99,Advert,g,245,245,"SL weight images, garlic mayo chicken wrap",2,https://www.mcdonalds.com/ie/en-ie/product/the-sweet-chilli-chicken-one-crispy.html,7.35,0.94,2.73,342.86,191.43,1.63,8.98,12.24,-1,0,0
IW,IW,13/06/2023,E01011341,IMG_6316.JPG,09/06/2023,TN_VTDH_08_01,TN_VTDH_08,,,1,2,2,Pepsi max,pepsi,0,Clear channel,0.95,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwmZejBhC_ARIsAGhCqnce1pETBmFoRRby8g3_KezS0CGOKRV7KuRmQD-Vn8Iagb1jFri9lKkaAncUEALw_wcB&gclsrc=aw.ds,ml,330,330,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwmZejBhC_ARIsAGhCqnce1pETBmFoRRby8g3_KezS0CGOKRV7KuRmQD-Vn8Iagb1jFri9lKkaAncUEALw_wcB&gclsrc=aw.ds,3,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwmZejBhC_ARIsAGhCqnce1pETBmFoRRby8g3_KezS0CGOKRV7KuRmQD-Vn8Iagb1jFri9lKkaAncUEALw_wcB&gclsrc=aw.ds,0,0,0,0,1,0,0,0,0,0,0
IW,IW,13/06/2023,E01011341,IMG_6316.JPG,09/06/2023,TN_VTDH_08_01,TN_VTDH_08,,,1,2,1,pizza,Pepsi,0,Clear Channel,2.5,https://www.sainsburys.co.uk/gol-ui/SearchResults/cheese%20and%20tomato%20pizza,g,200,410,"FPS book, pg 25 9-10 inch pizza",4,CoFID 11-936,9.8,4.12,3.9,380,272,2.9,12.2,0,8,1,1
IW,IW,13/06/2023,E01011341,IMG_6317.JPG,09/06/2023,TN_VTDH_09_01,TN_VTDH_09,,,8,3,5,mobile data,EE,0,global,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6318.JPG,09/06/2023,TN_VTDH_10_01,TN_VTDH_10,,,12,1,5,Al-murad tiles & bathrooms,Al-Murad Tiles,1,Leeds City Council,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6319.JPG,09/06/2023,TN_VTDH_11_01,TN_VTDH_11,,,12,1,5,Al-murad tiles & bathrooms,Al-Murad Tiles,0,Leeds City Council,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6320.JPG,09/06/2023,TN_VTDH_12_01,TN_VTDH_12,,,12,1,5,Al-murad tiles & bathrooms,Al-Murad Tiles,0,Leeds City Council,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6321.JPG,09/06/2023,TN_VTDH_13_01,TN_VTDH_13,,,6,2,2,Lipton peach ice tea,Lipton,0,global,1.6,https://www.tesco.com/groceries/en-GB/products/265633012,ml,250,500,https://www.tesco.com/groceries/en-GB/products/265633012,3,https://www.tesco.com/groceries/en-GB/products/265633012,0,0,3,12.8,13.6,0,0,0,0,0,0
IW,IW,13/06/2023,E01011341,IMG_6322.JPG,09/06/2023,TN_VTDH_14_01,TN_VTDH_14,,,6,2,1,Sweet chilli chicken wrap,McDonald's,0,global,1.99,Advert,g,245,245,"SL weight images, garlic mayo chicken wrap",2,https://www.mcdonalds.com/ie/en-ie/product/the-sweet-chilli-chicken-one-crispy.html,7.35,0.94,2.73,342.86,191.43,1.63,8.98,12.24,-1,0,0
IW,IW,13/06/2023,E01011341,IMG_6323.JPG,09/06/2023,TN_VTDH_15_01,TN_VTDH_15,,,12,1,5,Al-murad tiles & bathrooms,Al-Murad Tiles,1,Leeds City Council,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6324.JPG,09/06/2023,TN_VTDH_16_01,TN_VTDH_16,,,12,1,5,Al-murad tiles & bathrooms,Al-Murad Tiles,1,Leeds City Council,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6325.JPG,09/06/2023,TN_VTDH_17_01,TN_VTDH_17,,,1,2,1,Sweet chilli chicken wrap,McDonald's,0,Clear channel,1.99,Advert,g,245,245,"SL weight images, garlic mayo chicken wrap",2,https://www.mcdonalds.com/ie/en-ie/product/the-sweet-chilli-chicken-one-crispy.html,7.35,0.94,2.73,342.86,191.43,1.63,8.98,12.24,-1,0,0
IW,IW,13/06/2023,E01011341,IMG_6326.JPG,09/06/2023,TN_VTDH_18_01,TN_VTDH_18,,,1,2,1,heroes chocolate,Cadbury,0,Clear channel,3,https://www.tesco.com/groceries/en-GB/products/303823283,g,,290,https://www.tesco.com/groceries/en-GB/products/303823283,3,https://www.tesco.com/groceries/en-GB/products/303823283,23,13,57,116,490,1.5,4.8,0,26,1,1
IW,IW,13/06/2023,E01011341,IMG_6327.JPG,09/06/2023,TN_VTDH_19_01,TN_VTDH_19,,,1,2,1,Mcnuggets,McDonald's,0,Clear channel,4.29,https://mcdonalds-menu.co.uk/,g,105,105,"FPS book, pg 58 McDonald's 6 McNuggets",2,https://www.mcdonalds.com/gb/en-gb/product/chicken-mcnuggets-6-pieces.html,12.38,1.43,0.57,217.14,248.57,1.33,14.29,0,0,0,0
IW,IW,13/06/2023,E01011341,IMG_6328.JPG,09/06/2023,TN_VTDH_20_01,TN_VTDH_20,,,14,2,5,House removals,Corcorans transport services,1,,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6329.JPG,09/06/2023,TN_VTDH_21_01,TN_VTDH_21,,,6,2,5,Nursery,Renaissance private day nursery,0,,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6331.JPG,09/06/2023,TN_VTDH_22_01,TN_VTDH_22,,,9,1,5,Leeds Year of Culture 2023,Year of Culture,1,City ads,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6332.JPG,09/06/2023,TN_VTDH_23_01,TN_VTDH_23,,,9,1,5,Leeds Year of Culture 2023,Year of Culture,1,City ads,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6333.JPG,09/06/2023,TN_VTDH_24_01,TN_VTDH_24,,,9,1,5,Leeds Year of Culture 2023,Year of Culture,1,City ads,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6334.JPG,09/06/2023,TN_VTDH_25_01,TN_VTDH_25,,,9,1,5,Leeds Year of Culture 2023,Year of Culture,1,City ads,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6335.JPG,09/06/2023,TN_VTDH_26_01,TN_VTDH_26,,,5,2,1,Nandos sweet chilli jam,Nando's,0,Clear channel,2.85,https://www.tesco.com/groceries/en-GB/products/308498526,g,15,285,https://www.tesco.com/groceries/en-GB/products/308498526,3,https://www.tesco.com/groceries/en-GB/products/308498526,0.3,0,27,520,137,0,0.6,0,11,1,1
IW,IW,13/06/2023,E01011341,IMG_6335.JPG,09/06/2023,TN_VTDH_26_01,TN_VTDH_26,,,5,2,1,Corn on the cob,Nando's,0,Clear channel,,,,,,,4,CoFID 13-508,1.1,0.15,1.5,0,39,3,2.1,100,-9,0,0
IW,IW,13/06/2023,E01011341,IMG_6335.JPG,09/06/2023,TN_VTDH_26_01,TN_VTDH_26,,,5,2,1,Nandos sweet chilli skewer stack,Nando's,0,Clear Channel,,,g,367.5,1470,"FPS book, pg 92 medium courgette, pg 93 medium onion, pg 94 medium pepper, pg 58 chicken thigh edible portion, nandos recipe online for 500g halloumi and nandos recipe online for 40g chilli sauce",4,"CoFID 13-629, 13-524, 13-589, 18-319, 12-49",10.3,5.59,3.24,432.72,165.88,0.85,14.85,38.78,11,1,1
IW,IW,13/06/2023,E01011341,IMG_6336.JPG,09/06/2023,TN_VTDH_26_02,TN_VTDH_26,,,5,2,5,Fareshare cost of living appeal,Fareshare,0,Clear Channel,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6337.JPG,09/06/2023,TN_VTDH_26_03,TN_VTDH_26,,,5,2,5,Persil laundry detergent,Persil,0,Clear Channel,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6339.JPG,09/06/2023,TN_VTDH_26_04,TN_VTDH_26,,,5,2,1,Heroes chocolate,Cadbury,0,Clear Channel,3,https://www.tesco.com/groceries/en-GB/products/303823283,g,,290,https://www.tesco.com/groceries/en-GB/products/303823283,3,https://www.tesco.com/groceries/en-GB/products/303823283,23,13,57,116,490,1.5,4.8,0,26,1,1
IW,IW,13/06/2023,E01011341,IMG_6342.JPG,09/06/2023,TN_VTDH_26_05,TN_VTDH_26,,,5,2,3,Corona draft beer machine,Corona,0,Clear Channel,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6343.JPG,09/06/2023,TN_VTDH_26_06,TN_VTDH_26,,,5,2,1,Weetabix chocolately hazelnut melts,Weetbix,0,Clear Channel,3,https://groceries.morrisons.com/products/weetabix-chocolatey-hazelnut-melts-609781011,g,,360,https://groceries.morrisons.com/products/weetabix-chocolatey-hazelnut-melts-609781011,3,https://groceries.morrisons.com/products/weetabix-chocolatey-hazelnut-melts-609781011,15,2.2,18,92,431,12,8,0,6,1,1
IW,IW,13/06/2023,E01011341,IMG_6344.JPG,09/06/2023,TN_VTDH_26_07,TN_VTDH_26,,,,,,Nandos peri-peri garlic medium sauce,Nando's,0,Clear channel,2.25,https://www.tesco.com/groceries/en-GB/products/261961332,g,20,125,https://www.tesco.com/groceries/en-GB/products/261961332,3,https://www.tesco.com/groceries/en-GB/products/261961332,3.7,0.4,3.7,2000,58,0,0.8,0,10,1,1
IW,IW,13/06/2023,E01011341,IMG_6344.JPG,09/06/2023,TN_VTDH_26_07,TN_VTDH_26,,,5,2,1,Nandos peri peri garlic sauce,Nando's,0,,2.25,https://www.tesco.com/groceries/en-GB/products/261961332,g,25,125,https://www.tesco.com/groceries/en-GB/products/261961332,1,https://www.nandos.co.uk/food/garlic-peri-peri-sauce,3.7,0.4,3.7,5,58,0.8,0.8,0,0,0,0
IW,IW,13/06/2023,E01011341,IMG_6344.JPG,09/06/2023,TN_VTDH_26_07,TN_VTDH_26,,,5,2,1,Nandos peri-creamy chicken pasta,Nando's,0,Clear Channel,,,g,220.25,801,https://www.nandos.co.uk/food/recipes/creamy-peri-chicken-pasta,4,"CoFID 17-686, 18-323, 11-722, 12-538",5.24,2.18,2.71,86.43,160.29,0.66,14.23,0,-1,0,0
IW,IW,13/06/2023,E01011341,IMG_6347.JPG,09/06/2023,TN_VTDH_27_01,TN_VTDH_27,,,8,3,5,B&Q,B&Q,1,,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6348.JPG,09/06/2023,TN_VTDH_28_01,TN_VTDH_28,,,8,3,1,McSpicy burger,McDonald's,0,,4.69,McDonalds app,g,180,180,SL Image ,2,https://www.mcdonalds.com/gb/en-gb/product/mcspicy.html,6.07,0.64,2.21,285.71,156.1,1.14,8.57,7.14,-2,0,0
IW,IW,13/06/2023,E01011341,IMG_6349.JPG,09/06/2023,TN_VTDH_29_01,TN_VTDH_29,,,8,3,5,Father's day gift,Asda,1,,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6350.JPG,09/06/2023,TN_VTDH_30_01,TN_VTDH_30,,,8,3,1,McDonalds BIG tasty ,McDonald's,0,,5.49,https://mcdonalds-menu.co.uk/,g,290,290,SL image Big Tasty with Bacon = 310 - 20g (1 rasher of streaky bacon FSA portion book pg 54),2,https://www.mcdonalds.com/gb/en-gb/product/big-tasty.html,15.86,6.21,3.45,455,275,1.52,15.52,2,13,1,1
IW,IW,13/06/2023,E01011341,IMG_6350.JPG,09/06/2023,TN_VTDH_30_01,TN_VTDH_30,,,8,3,1,spicy BIG tasty ,McDonald's,0,,6.49,McDonald's app,,300,300,"SL image big tasty with bacon (minus onion, 10g)",2,https://www.mcdonalds.com/gb/en-gb/product/spicy-big-tasty.html,15.33,6.33,2.97,480,270.33,1.37,16.67,15.67,13,1,1
IW,IW,13/06/2023,E01011341,IMG_6350.JPG,09/06/2023,TN_VTDH_30_01,TN_VTDH_30,,,8,3,1,BIG tasty with bacon,McDonald's,0,,6.09,https://mcdonalds-menu.co.uk/,g,310,310,SL image Big Tasty with Bacon = 310,2,https://www.mcdonalds.com/gb/en-gb/product/big-tasty-with-bacon.html,15.81,6.13,3.23,477.42,272.58,1.42,16.13,18.9,13,1,1
IW,IW,13/06/2023,E01011341,IMG_6351.JPG,09/06/2023,TN_VTDH_31_01,TN_VTDH_31,,,8,3,1,McDonalds triple cheeseburger,McDonald's,0,,2.89,Advert,g,225,225,"FPS book, pg 55 McDonalds Cheeseburger (117g), pg 26 processed cheese slices (x2= 40g), pg 54 100% beef burger (x2= 68g)",2,https://www.mcdonalds.com/gb/en-gb/product/triple-cheeseburger.html,14.22,7.11,3.82,604.44,256.89,1.16,16.44,2.2,15,1,1
IW,IW,13/06/2023,E01011341,IMG_6351.JPG,09/06/2023,TN_VTDH_31_01,TN_VTDH_31,,,8,3,1,McDonalds Cheeseburger,McDonald's,0,,1.19,Advert,g,117,117,"FPS book, pg 55 McDonalds Cheeseburger",2,https://www.mcdonalds.com/gb/en-gb/product/cheeseburger.html,10.53,4.82,6.14,596.49,261.4,2.19,14.04,4.39,12,1,1
IW,IW,13/06/2023,E01011341,IMG_6351.JPG,09/06/2023,TN_VTDH_31_01,TN_VTDH_31,,,8,3,1,McDonalds Mayo Chicken ,McDonald's,0,,1.19,Mcdonalds app,g,144,144,SL image Mayo Chicken Burger,2,https://www.mcdonalds.com/gb/en-gb/product/mayo-chicken.html,6.32,0.76,3.06,277.78,197.92,1.81,8.33,6.94,-1,0,0
IW,IW,13/06/2023,E01011341,IMG_6352.JPG,09/06/2023,TN_VTDH_32_01,TN_VTDH_32,,,8,3,5,Asda,Asda,1,,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6353.JPG,09/06/2023,TN_VTDH_33_01,TN_VTDH_33,,,8,3,5,My M rewards Mcdonalds App,McDonald's,0,,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6353.JPG,09/06/2023,TN_VTDH_34_01,TN_VTDH_34,,,8,3,5,Happy Readers,McDonald's,0,,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6355.JPG,09/06/2023,TN_VTDH_35_01,TN_VTDH_35,,,8,3,5,Asda,Asda,1,,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6356.JPG,09/06/2023,TN_VTDH_36_01,TN_VTDH_36,,,6,2,5,Fostering ,Foster4Leeds,1,,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6358.JPG,09/06/2023,TN_VTDH_37_01,TN_VTDH_37,,,6,2,5,martial arts classes,Aegis martial arts,1,,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6362.JPG,09/06/2023,TN_VTDH_38_01,TN_VTDH_38,,,11,1,5,Littering fine,Leeds City Council,0,Leeds City Council,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6364.JPG,09/06/2023,TN_VTDH_39_01,TN_VTDH_39,,,12,1,5,Al-murad tiles & bathrooms,Al-Murad Tiles,1,Leeds City Council,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6365.JPG,09/06/2023,TN_VTDH_40_01,TN_VTDH_40,,,3,3,5,Home construction ,Keepmoat homes,1,,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6366.JPG,09/06/2023,TN_VTDH_41_01,TN_VTDH_41,,,11,1,5,Dog waste fine,Leeds City Council,0,Leeds City Council,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6367.JPG,09/06/2023,TN_VTDH_42_01,TN_VTDH_42,,,1,2,2,Pepsi max ,pepsi,0,Clear channel,0.95,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwmZejBhC_ARIsAGhCqnce1pETBmFoRRby8g3_KezS0CGOKRV7KuRmQD-Vn8Iagb1jFri9lKkaAncUEALw_wcB&gclsrc=aw.ds,ml,330,330,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwmZejBhC_ARIsAGhCqnce1pETBmFoRRby8g3_KezS0CGOKRV7KuRmQD-Vn8Iagb1jFri9lKkaAncUEALw_wcB&gclsrc=aw.ds,3,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwmZejBhC_ARIsAGhCqnce1pETBmFoRRby8g3_KezS0CGOKRV7KuRmQD-Vn8Iagb1jFri9lKkaAncUEALw_wcB&gclsrc=aw.ds,0,0,0,0,1,0,0,0,0,0,0
IW,IW,13/06/2023,E01011341,IMG_6367.JPG,09/06/2023,TN_VTDH_42_01,TN_VTDH_42,,,1,2,1,Pizza,pepsi,0,Clear channel,2.5,https://www.sainsburys.co.uk/gol-ui/SearchResults/cheese%20and%20tomato%20pizza,g,200,410,"FPS book, pg 25 9-10 inch pizza",4,CoFID 11-936,9.8,4.12,3.9,380,272,2.9,12.2,0,8,1,1
IW,IW,13/06/2023,E01011341,IMG_6368.JPG,09/06/2023,TN_VTDH_43_01,TN_VTDH_43,,,1,2,1,Chicken royale,Burger King,0,Clear channel,5.99,https://www.burgerking.co.uk/menu/picker-e30e8df2-b618-45fc-b60a-27eaefa57894,g,217,217,https://www.burgerking.co.uk/menu/picker-e30e8df2-b618-45fc-b60a-27eaefa57894,2,https://www.burgerking.co.uk/menu/picker-e30e8df2-b618-45fc-b60a-27eaefa57894,13,1.5,2.9,560,248.5,0,9.8,13.8,5,1,1
IW,IW,13/06/2023,E01011341,IMG_6368.JPG,09/06/2023,TN_VTDH_43_01,TN_VTDH_43,,,1,2,1,Whopper,Burger King,0,Clear channel,5.99,https://www.burgerking.co.uk/menu/picker-23d38263-8347-4ddc-aec0-a738c3cc6578,g,287.2,287.2,https://www.burgerking.co.uk/menu/picker-23d38263-8347-4ddc-aec0-a738c3cc6578,2,https://www.burgerking.co.uk/menu/picker-23d38263-8347-4ddc-aec0-a738c3cc6578,10.8,3,4,320,209.3,0,10.7,19.85,2,0,0
IW,IW,13/06/2023,E01011341,IMG_6368.JPG,09/06/2023,TN_VTDH_43_01,TN_VTDH_43,,,1,2,2,Coca-cola,Burger King,0,Clear channel,2.82,https://www.burgerking.co.uk/menu/picker-16dbed84-1b4c-4bc7-8287-98542ad48de9,ml,454.55,454.55,https://www.burgerking.co.uk/menu/picker-16dbed84-1b4c-4bc7-8287-98542ad48de9,2,https://www.burgerking.co.uk/menu/picker-16dbed84-1b4c-4bc7-8287-98542ad48de9,0,0,10.6,0,41.8,0,0,0,2,1,1
IW,IW,13/06/2023,E01011341,IMG_6369.JPG,09/06/2023,TN_VTDH_44_01,TN_VTDH_44,,,14,2,5,BP rewards card,BP garage,0,,,,,,,,,,,,,,,,,,,,
IW,IW,13/06/2023,E01011341,IMG_6370.JPG,09/06/2023,TN_VTDH_45_01,TN_VTDH_45,,,6,2,2,pepsi max,pepsi,0,Global,0.95,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwmZejBhC_ARIsAGhCqnce1pETBmFoRRby8g3_KezS0CGOKRV7KuRmQD-Vn8Iagb1jFri9lKkaAncUEALw_wcB&gclsrc=aw.ds,ml,330,330,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwmZejBhC_ARIsAGhCqnce1pETBmFoRRby8g3_KezS0CGOKRV7KuRmQD-Vn8Iagb1jFri9lKkaAncUEALw_wcB&gclsrc=aw.ds,3,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwmZejBhC_ARIsAGhCqnce1pETBmFoRRby8g3_KezS0CGOKRV7KuRmQD-Vn8Iagb1jFri9lKkaAncUEALw_wcB&gclsrc=aw.ds,0,0,0,0,1,0,0,0,0,0,0
IW,IW,13/06/2023,E01011341,IMG_6370.JPG,09/06/2023,TN_VTDH_45_01,TN_VTDH_45,,,6,2,1,pizza,pepsi,0,Global,2.5,https://www.sainsburys.co.uk/gol-ui/SearchResults/cheese%20and%20tomato%20pizza,g,200,410,"FPS book, pg 25 9-10 inch pizza",4,CoFID 11-936,9.8,4.12,3.9,380,272,2.9,12.2,0,8,1,1
IW,IW,13/06/2023,E01011341,IMG_6371.JPG,09/06/2023,TN_VTDH_46_01,TN_VTDH_46,,,6,2,1,McDonald's creamy ranch dip,McDonald's,0,global,,,g,21,21,Typical dip size,2,https://www.mcdonalds.com/us/en-us/product/creamy-ranch-sauce.html,57.14,9.52,4.76,160,523.81,0,0,0,17,1,1
